route_id,trip_id,trip_headsign,service_id,direction_id,shape_id,wheelchair_accessible,bikes_allowed
42,29006653,"Meylan, La Détourbe",1234567-MFES28_ST5_28_ET2024,1,SEM_42_1,0,0
25,29054710,"Le Gua, Les Saillants",1234567-MAHS31_ST5_33_ET2024,0,SEM_25_1,0,0
A,28521889,"Le Pont-de-Claix, L'Etoile",1234567-MEHS29_ST5_29_ET2024,0,SEM_A_3,0,0
5,28607184,"Grenoble, Palais de Justice - Gare",1234567-MSHDF28_ST6_28_ET2024,0,,0,0
7,28443781,"Gières, Universités - Biologie",1234567-MSESAH28_ST5_28_ET2024,0,SEM_C7_1,0,0
22,28467642,"Saint-Égrève, Saint Egrève Gare",12345-MSELVE30_ST0_30_ET2024,0,SEM_22_3,0,0
4,29147034,"Grenoble, Victor Hugo",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C4_2,0,0
A,28522560,"Le Pont-de-Claix, L'Etoile",12345-MEELVE32_ST0_32_ET2024,0,SEM_A_3,0,0
82,29041936,"La Tronche, Grand Sablon",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
E,29050334,"Grenoble, Grand'place",12345-MGELV30_ST0_30_ET2024,0,,0,0
84,28665094,"Saint-Martin-d'Hères, Condillac - Universités",123456*-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,0,,0,0
B,29042412,"La Tronche, Grand Sablon",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,SEM_B_1,0,0
15,28980435,"Domène, Les Arnauds",1234567-MAHD28_ST6_28_ET2024,0,SEM_15_13,0,0
13,28804597,"Poisat, Cimetière Intercommunal",1234567-MEHD29_ST6_29_ET2024,0,,0,0
B,29047375,"La Tronche, Grand Sablon",1234567-MGED27_ST6_27_ET2024,0,SEM_B_1,0,0
5,28566995,"Grenoble, Palais de Justice - Gare",1234567-MSESAH28_ST5_28_ET2024,0,,0,0
47,29006708,"Claix, Val d'Allières",123456*-MFELV29_ST0_29_ET2024,0,SEM_47_1,0,0
13,28804961,"Meylan, Lycée du Grésivaudan",1234567-MEHS29_ST5_29_ET2024,1,SEM_13_2,0,0
A,28521933,"Fontaine, La Poya",1234567-MEHS29_ST5_29_ET2024,1,SEM_A_4,0,0
A,28521876,"Le Pont-de-Claix, L'Etoile",1234567-MEHS29_ST5_29_ET2024,0,SEM_A_3,0,0
6,28179390,"Saint-Martin-d'Hères, Henri Wallon",12345-MSELVE30_ST0_30_ET2024,1,SEM_C6_1,0,0
4,29147506,"Eybens, Le Verderet",1234567-MEHD29_ST6_29_ET2024,0,SEM_C4_1,0,0
A,28521750,"Fontaine, La Poya",1234567-MEHS29_ST5_29_ET2024,1,SEM_A_4,0,0
82,29042022,"Gières, Gières Gare - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
E,29051730,"Grenoble, Louise Michel",12345-MGELV34_ST0_34_ET2024,0,SEM_E_2,0,0
82,29042070,"Gières, Gières Gare - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
42,29058499,"La Tronche, Grand Sablon",1234567-MFES33_ST5_33_ET2024,0,SEM_42_2,0,0
25,28824474,"Le Gua, Les Saillants",1234567-MAHS28_ST5_28_ET2024,0,SEM_25_1,0,0
1,28833159,"Grenoble, Cité Jean Macé",12345-MSELVE30_ST0_30_ET2024,1,SEM_C1_5,0,0
A,28521772,"Le Pont-de-Claix, L'Etoile",1234567-MEHS29_ST5_29_ET2024,0,SEM_A_3,0,0
15,28980629,"Domène, Chenevières",12345-MAHLV29_ST0_29_ET2024,0,SEM_15_1,0,0
2,29132378,"Claix, Pont Rouge",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C2_2,0,0
6,28788245,"Grenoble, Oxford",1234567-MSHDF28_ST6_28_ET2024,0,SEM_C6_2,0,0
84,29041272,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
82,29041991,"La Tronche, Grand Sablon",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
A,28521949,"Fontaine, La Poya",1234567-MEHS29_ST5_29_ET2024,1,SEM_A_4,0,0
83,29111596,"Seyssins, Le Prisme",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,1,,0,0
E,29047690,"Fontanil-Cornillon, Palluel",1234567-MGED27_ST6_27_ET2024,1,SEM_E_1,0,0
44,29058530,"Miribel-Lanchâtre, Le Vernay",1234567-MFES33_ST5_33_ET2024,1,SEM_44_4,0,0
5,28567059,"Gières, Universités - Biologie",1234567-MSESAH28_ST5_28_ET2024,1,,0,0
41,29007280,"Corenc, La Garenne",123456*-MFELV29_ST0_29_ET2024,0,SEM_41_1,0,0
21,29006228,"Claix, Pont Rouge",1234567-MFED28_ST6_28_ET2024,0,SEM_21_1,0,0
25,28824370,"Grenoble, Louise Michel",12345-MAHLV29_ST0_29_ET2024,1,SEM_25_2,0,0
A,28521456,"Le Pont-de-Claix, L'Etoile",1234567-MEHD29_ST6_29_ET2024,0,SEM_A_3,0,0
82,28637632,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,1,,0,0
5,28607195,"Grenoble, Palais de Justice - Gare",1234567-MSHDF28_ST6_28_ET2024,0,,0,0
84,29041309,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
70,29058753,"Montchaboud, Montchaboud Le Village",1234567-MFES33_ST5_33_ET2024,0,SEM_70_1,0,0
A,28522729,"Grenoble, Albert 1er de Belgique",12345-MEELVE32_ST0_32_ET2024,1,SEM_A_4,0,0
82,29042060,"Gières, Gières Gare - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
B,29042467,"Grenoble, Gares",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
5,28469877,"Grenoble, Palais de Justice - Gare",12345-MSELVE30_ST0_30_ET2024,0,,0,0
1,28849290,"Grenoble, Cité Jean Macé",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C1_4,0,0
7,28444269,"Gières, Universités - Biologie",12345-MSELVE30_ST0_30_ET2024,0,SEM_C7_1,0,0
12,28484489,"Eybens, Maisons Neuves",1234567-MEHD29_ST6_29_ET2024,0,,0,0
1,28849372,"Meylan, Maupertuis",1234567-MSESAH28_ST5_28_ET2024,0,SEM_C1_2,0,0
6,28179511,"Grenoble, Oxford",12345-MSELVE30_ST0_30_ET2024,0,SEM_C6_2,0,0
83,29046747,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGED27_ST6_27_ET2024,0,,0,0
B,28558207,"Grenoble, Oxford",12345-MGELV30_ST0_30_ET2024,1,SEM_B_2,0,0
82,28642111,"Gières, Gières Gare - Universités",12345-MGELV30_ST0_30_ET2024,0,,0,0
B,28558045,"Grenoble, Oxford",12345-MGELV30_ST0_30_ET2024,1,SEM_B_2,0,0
14,28493880,"Grenoble, Verdun - Préfecture",12345-MAHLV29_ST0_29_ET2024,0,SEM_14_1,0,0
22,28441676,"Grenoble, Oxford",1234567-MSESAH28_ST5_28_ET2024,1,SEM_22_2,0,0
14,28493866,"Grenoble, Verdun - Préfecture",12345-MAHLV29_ST0_29_ET2024,0,SEM_14_5,0,0
70,29007091,"Montchaboud, Montchaboud Le Village",12345-MFELV29_ST0_29_ET2024,0,SEM_70_1,0,0
7,28444220,"Échirolles, Comboire",12345-MSELVE30_ST0_30_ET2024,1,SEM_C7_2,0,0
B,28564904,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,SEM_B_2,0,0
5,28607163,"Gières, Universités - Biologie",1234567-MSHDF28_ST6_28_ET2024,1,,0,0
56,29007348,"Quaix-en-Chartreuse, La Cime de Mont-Quaix",123456*-MFELV29_ST0_29_ET2024,1,SEM_56_1,0,0
A,28521732,"Fontaine, La Poya",1234567-MEHS29_ST5_29_ET2024,1,SEM_A_4,0,0
B,28564924,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,SEM_B_2,0,0
E,29042770,"Grenoble, Louise Michel",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,SEM_E_2,0,0
44,29058536,"Le Gua, Les Saillants",1234567-MFES33_ST5_33_ET2024,0,SEM_44_7,0,0
1,28849623,"Grenoble, Cité Jean Macé",1234567-MSHDF28_ST6_28_ET2024,1,SEM_C1_4,0,0
E,29050269,"Grenoble, Louise Michel",12345-MGELV30_ST0_30_ET2024,0,SEM_E_2,0,0
3,29147397,"Échirolles, Centre du graphisme",1234567-MEHD29_ST6_29_ET2024,1,SEM_C3_2,0,0
E,29042740,"Grenoble, Louise Michel",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,SEM_E_2,0,0
82,29041927,"La Tronche, Grand Sablon",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
25,29054689,"Grenoble, Louise Michel",1234567-MAHS31_ST5_33_ET2024,1,SEM_25_2,0,0
13,28804629,"Meylan, Lycée du Grésivaudan",1234567-MEHD29_ST6_29_ET2024,1,SEM_13_2,0,0
82,28637690,"Gières, Gières Gare - Universités",12345-MGELV34_ST0_34_ET2024,0,,0,0
6,28788284,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHDF28_ST6_28_ET2024,1,SEM_C6_1,0,0
25,28824313,"Grenoble, Louise Michel",12345-MAHLV29_ST0_29_ET2024,1,SEM_25_2,0,0
16,28463820,"Corenc, Montfleury",12345-MSELVE30_ST0_30_ET2024,0,SEM_16_1,0,0
B,28565015,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,0,SEM_B_1,0,0
B,28565007,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,0,SEM_B_1,0,0
65,29006942,"Grenoble, Grand'place",12345-MFELV29_ST0_29_ET2024,1,,0,0
25,28824472,"Grenoble, Louise Michel",1234567-MAHS28_ST5_28_ET2024,1,SEM_25_2,0,0
82,29041982,"La Tronche, Grand Sablon",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
4,29146966,"Eybens, Le Verderet",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C4_1,0,0
1,28849296,"Grenoble, Cité Jean Macé",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C1_4,0,0
2,29132432,"Grenoble, Louise Michel",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C2_1,0,0
A,28521503,"Le Pont-de-Claix, L'Etoile",1234567-MEHD29_ST6_29_ET2024,0,SEM_A_3,0,0
82,29047201,"Gières, Gières Gare - Universités",1234567-MGED27_ST6_27_ET2024,0,,0,0
7,28443843,"Échirolles, Comboire",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C7_2,0,0
A,28522672,"Fontaine, La Poya",12345-MEELVE32_ST0_32_ET2024,1,SEM_A_4,0,0
A,28522702,"Fontaine, La Poya",12345-MEELVE32_ST0_32_ET2024,1,SEM_A_4,0,0
15,28980473,"Domène, Les Arnauds",1234567-MAHS28_ST5_28_ET2024-MAHS31_ST5_33_ET2024,0,SEM_15_6,0,0
12,28492196,"Eybens, Maisons Neuves",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,,0,0
51,29007322,"Veurey-Voroize, Châtelard",123456*-MFELV29_ST0_29_ET2024,1,SEM_51_3,0,0
B,29047460,"La Tronche, Grand Sablon",1234567-MGED27_ST6_27_ET2024,0,SEM_B_1,0,0
E,29051757,"Grenoble, Louise Michel",12345-MGELV34_ST0_34_ET2024,0,SEM_E_2,0,0
19,28467392,"Seyssins, Garlettes",12345-MSELVE30_ST0_30_ET2024,0,SEM_19_1,0,0
16,28441472,"Le Pont-de-Claix, Gendarmerie",1234567-MSESAH28_ST5_28_ET2024,1,SEM_16_2,0,0
5,28469963,"Grenoble, Palais de Justice - Gare",12345-MSELVE30_ST0_30_ET2024,0,,0,0
3,29147148,"Grenoble, Victor Hugo",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C3_1,0,0
82,28637703,"Gières, Gières Gare - Universités",12345-MGELV34_ST0_34_ET2024,0,,0,0
45,28869383,"Vif, La Valonne",1234567-MFES28_ST5_28_ET2024,1,SEM_45_3,0,0
14,28493651,"Gières, Gières Gare - Universités",1234567-MAHS28_ST5_28_ET2024-MAHS31_ST5_33_ET2024,1,SEM_14_2,0,0
84,28665024,"Saint-Martin-d'Hères, Condillac - Universités",123456*-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,0,,0,0
83,29041443,"Seyssins, Le Prisme",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
4,29148345,"Grenoble, Victor Hugo",1234567-MEHS29_ST5_29_ET2024,1,SEM_C4_2,0,0
12,28486915,"Eybens, Maisons Neuves",1234567-MEHS29_ST5_29_ET2024,0,,0,0
65,29006950,"Vizille, Le Péage",12345-MFELV29_ST0_29_ET2024,0,SEM_65_6,0,0
B,29047439,"Grenoble, Oxford",1234567-MGED27_ST6_27_ET2024,1,SEM_B_2,0,0
7,28443794,"Échirolles, Comboire",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C7_2,0,0
7,28439451,"Échirolles, Comboire",1234567-MSHDF28_ST6_28_ET2024,1,SEM_C7_2,0,0
A,28523155,"Fontaine, La Poya",12345-MEELVE34_ST0_34_ET2024,1,SEM_A_4,0,0
84,28665095,"Saint-Martin-d'Hères, Condillac - Universités",123456*-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,0,,0,0
E,29047654,"Grenoble, Louise Michel",1234567-MGED27_ST6_27_ET2024,0,SEM_E_2,0,0
66,29006977,"Jarrie, Clos Jouvin",1234567-MFES28_ST5_28_ET2024,1,,0,0
2,29133172,"Claix, Pont Rouge",1234567-MEHD29_ST6_29_ET2024,0,SEM_C2_2,0,0
82,29042024,"Gières, Gières Gare - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
5,28567019,"Grenoble, Palais de Justice - Gare",1234567-MSESAH28_ST5_28_ET2024,0,,0,0
B,28558118,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,0,SEM_B_1,0,0
12,28491017,"Saint-Martin-d'Hères, Les Alloves",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,,0,0
25,29054717,"Le Gua, Les Saillants",1234567-MAHS31_ST5_33_ET2024,0,SEM_25_1,0,0
42,29006613,"La Tronche, Grand Sablon",12345-MFELV29_ST0_29_ET2024,0,SEM_42_2,0,0
45,28869359,"Vif, La Valonne",12345-MFELV29_ST0_29_ET2024,1,SEM_45_3,0,0
16,28463810,"Meylan, Lycée du Grésivaudan",12345-MSELVE30_ST0_30_ET2024,0,SEM_16_1,0,0
E,29050280,"Fontanil-Cornillon, Palluel",12345-MGELV30_ST0_30_ET2024,1,SEM_E_1,0,0
B,29047447,"Grenoble, Oxford",1234567-MGED27_ST6_27_ET2024,1,SEM_B_2,0,0
1,28833137,"Grenoble, Cité Jean Macé",12345-MSELVE30_ST0_30_ET2024,1,SEM_C1_4,0,0
B,29047366,"La Tronche, Grand Sablon",1234567-MGED27_ST6_27_ET2024,0,SEM_B_1,0,0
A,28521568,"Fontaine, La Poya",1234567-MEHD29_ST6_29_ET2024,1,SEM_A_4,0,0
6,28179521,"Saint-Martin-d'Hères, Henri Wallon",12345-MSELVE30_ST0_30_ET2024,1,SEM_C6_1,0,0
E,29042793,"Grenoble, Louise Michel",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,SEM_E_2,0,0
6,28788285,"Grenoble, Oxford",1234567-MSHDF28_ST6_28_ET2024,0,SEM_C6_2,0,0
82,29041988,"La Tronche, Grand Sablon",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
16,28463850,"Corenc, Montfleury",12345-MSELVE30_ST0_30_ET2024,0,SEM_16_1,0,0
4,29147015,"Grenoble, Victor Hugo",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C4_2,0,0
6,28567270,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C6_1,0,0
51,29007332,"Saint-Égrève, Saint Egrève Gare",123456*-MFELV29_ST0_29_ET2024,0,SEM_51_4,0,0
4,29148356,"Eybens, Le Verderet",1234567-MEHS29_ST5_29_ET2024,0,SEM_C4_1,0,0
82,28642084,"Gières, Gières Gare - Universités",12345-MGELV30_ST0_30_ET2024,0,,0,0
83,29111677,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,0,,0,0
12,28491079,"Eybens, Maisons Neuves",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,,0,0
B,28565063,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,SEM_B_2,0,0
42,29058518,"La Tronche, Grand Sablon",1234567-MFES33_ST5_33_ET2024,0,SEM_42_4,0,0
82,28642115,"Gières, Gières Gare - Universités",12345-MGELV30_ST0_30_ET2024,0,,0,0
16,28438958,"Le Pont-de-Claix, Gendarmerie",1234567-MSHDF28_ST6_28_ET2024,1,SEM_16_2,0,0
A,28521870,"Fontaine, La Poya",1234567-MEHS29_ST5_29_ET2024,1,SEM_A_4,0,0
2,29132433,"Grenoble, Louise Michel",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C2_1,0,0
15,28980660,"Domène, Chenevières",12345-MAHLV29_ST0_29_ET2024,0,SEM_15_12,0,0
E,29047730,"Grenoble, Louise Michel",1234567-MGED27_ST6_27_ET2024,0,SEM_E_2,0,0
12,28486944,"Eybens, Maisons Neuves",1234567-MEHS29_ST5_29_ET2024,0,,0,0
4,29148210,"Grenoble, Victor Hugo",1234567-MEHS29_ST5_29_ET2024,1,SEM_C4_2,0,0
E,29051714,"Grenoble, Louise Michel",12345-MGELV34_ST0_34_ET2024,0,SEM_E_2,0,0
4,29147166,"Grenoble, Victor Hugo",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C4_2,0,0
6,28567234,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSESAH28_ST5_28_ET2024,1,SEM_C6_1,0,0
51,29007323,"Saint-Égrève, Saint Egrève Gare",123456*-MFELV29_ST0_29_ET2024,0,SEM_51_4,0,0
A,28522561,"Le Pont-de-Claix, L'Etoile",12345-MEELVE32_ST0_32_ET2024,0,SEM_A_3,0,0
83,29111622,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,0,,0,0
B,29047374,"La Tronche, Grand Sablon",1234567-MGED27_ST6_27_ET2024,0,SEM_B_1,0,0
3,29147150,"Grenoble, Victor Hugo",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,0,SEM_C3_1,0,0
6,28788257,"Grenoble, Oxford",1234567-MSHDF28_ST6_28_ET2024,0,SEM_C6_2,0,0
82,28641939,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,1,,0,0
83,29111512,"Seyssins, Le Prisme",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,1,,0,0
83,29046810,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGED27_ST6_27_ET2024,0,,0,0
A,28523022,"Le Pont-de-Claix, L'Etoile",12345-MEELVE34_ST0_34_ET2024,0,SEM_A_3,0,0
A,28521554,"Le Pont-de-Claix, L'Etoile",1234567-MEHD29_ST6_29_ET2024,0,SEM_A_3,0,0
2,29133071,"Grenoble, Louise Michel",1234567-MEHD29_ST6_29_ET2024,1,SEM_C2_1,0,0
23,29053515,"Vizille, Le Péage",1234567-MFES28_ST5_28_ET2024-MFES33_ST5_33_ET2024,0,,0,0
83,29046838,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGED27_ST6_27_ET2024,0,,0,0
1,28833142,"Grenoble, Cité Jean Macé",12345-MSELVE30_ST0_30_ET2024,1,SEM_C1_5,0,0
12,28490996,"Saint-Martin-d'Hères, Les Alloves",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,,0,0
82,28641969,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,1,,0,0
54,29058622,"Grenoble, Oxford",1234567-MFES33_ST5_33_ET2024,0,SEM_54_1,0,0
54,29006838,"Sassenage, Les Engenières",1234567-MFES28_ST5_28_ET2024,1,SEM_54_2,0,0
A,28523088,"Le Pont-de-Claix, L'Etoile",12345-MEELVE34_ST0_34_ET2024,0,SEM_A_3,0,0
2,29132837,"Grenoble, Louise Michel",1234567-MEHS29_ST5_29_ET2024,1,SEM_C2_1,0,0
2,29132776,"Claix, Pont Rouge",1234567-MEHS29_ST5_29_ET2024,0,SEM_C2_2,0,0
51,29007331,"Saint-Égrève, Saint Egrève Gare",123456*-MFELV29_ST0_29_ET2024,0,SEM_51_4,0,0
B,28565082,"Grenoble, Oxford",12345-MGELV34_ST0_34_ET2024,1,SEM_B_2,0,0
7,28444160,"Gières, Universités - Biologie",12345-MSELVE30_ST0_30_ET2024,0,SEM_C7_1,0,0
15,28980559,"Grenoble, Verdun - Préfecture",1234567-MAHS28_ST5_28_ET2024-MAHS31_ST5_33_ET2024,1,SEM_15_4,0,0
22,28441663,"Grenoble, Oxford",1234567-MSESAH28_ST5_28_ET2024,1,SEM_22_2,0,0
16,28463871,"Le Pont-de-Claix, Gendarmerie",12345-MSELVE30_ST0_30_ET2024,1,SEM_16_2,0,0
E,29051734,"Fontanil-Cornillon, Palluel",12345-MGELV34_ST0_34_ET2024,1,SEM_E_1,0,0
2,29132435,"Grenoble, Louise Michel",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C2_1,0,0
13,28805216,"Meylan, Lycée du Grésivaudan",123456*-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_13_2,0,0
82,29042087,"Gières, Gières Gare - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
4,29147505,"Grenoble, Victor Hugo",1234567-MEHD29_ST6_29_ET2024,1,SEM_C4_2,0,0
6,28567304,"Grenoble, Oxford",1234567-MSESAH28_ST5_28_ET2024,0,SEM_C6_2,0,0
13,28805240,"Meylan, Lycée du Grésivaudan",123456*-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_13_2,0,0
A,28521809,"Fontaine, La Poya",1234567-MEHS29_ST5_29_ET2024,1,SEM_A_4,0,0
84,29041296,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,0,,0,0
59,29058640,"Gières, Gières Gare - Universités",1234567-MFES33_ST5_33_ET2024,1,SEM_59_2,0,0
A,28522954,"Fontaine, La Poya",12345-MEELVE34_ST0_34_ET2024,1,SEM_A_4,0,0
A,28522541,"Le Pont-de-Claix, L'Etoile",12345-MEELVE32_ST0_32_ET2024,0,SEM_A_3,0,0
16,28463878,"Corenc, Montfleury",12345-MSELVE30_ST0_30_ET2024,0,SEM_16_1,0,0
41,29006590,"La Tronche, Grand Sablon",1234567-MFES28_ST5_28_ET2024-MFES33_ST5_33_ET2024,1,SEM_41_2,0,0
13,28804602,"Meylan, Lycée du Grésivaudan",1234567-MEHD29_ST6_29_ET2024,1,SEM_13_2,0,0
82,29047210,"Gières, Gières Gare - Universités",1234567-MGED27_ST6_27_ET2024,0,,0,0
60,29058666,"Proveysieux, Planfay Haut",1234567-MFES33_ST5_33_ET2024,1,SEM_60_2,0,0
84,29041227,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
5,28567046,"Grenoble, Palais de Justice - Gare",1234567-MSESAH28_ST5_28_ET2024,0,,0,0
E,29051690,"Grenoble, Louise Michel",12345-MGELV34_ST0_34_ET2024,0,SEM_E_2,0,0
19,28438893,"Seyssins, Garlettes",1234567-MSHDF28_ST6_28_ET2024,0,SEM_19_1,0,0
12,28492121,"Saint-Martin-d'Hères, Les Alloves",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,,0,0
66,29007115,"Jarrie, Clos Jouvin",12345-MFELV29_ST0_29_ET2024,1,,0,0
6,28179489,"Grenoble, Oxford",12345-MSELVE30_ST0_30_ET2024,0,SEM_C6_2,0,0
14,28493887,"Grenoble, Verdun - Préfecture",12345-MAHLV29_ST0_29_ET2024,0,SEM_14_5,0,0
21,29007654,"Seyssins, Le Prisme",123456*-MFELV29_ST0_29_ET2024,1,SEM_21_2,0,0
67,29007133,"Grenoble, Grand'place",12345-MFELV29_ST0_29_ET2024,0,SEM_67_2,0,0
54,29058613,"Saint-Égrève, Pont de Vence",1234567-MFES33_ST5_33_ET2024,1,SEM_54_2,0,0
E,29051799,"Grenoble, Grand'place",12345-MGELV34_ST0_34_ET2024,0,,0,0
82,28641990,"La Tronche, Grand Sablon",12345-MGELV30_ST0_30_ET2024,1,,0,0
7,28443741,"Gières, Universités - Biologie",1234567-MSESAH28_ST5_28_ET2024,0,SEM_C7_1,0,0
54,29006854,"Sassenage, Les Engenières",1234567-MFES28_ST5_28_ET2024,1,SEM_54_2,0,0
15,28980532,"Grenoble, Verdun - Préfecture",1234567-MAHS28_ST5_28_ET2024-MAHS31_ST5_33_ET2024,1,SEM_15_4,0,0
23,29053484,"Vizille, Le Péage",12345-MFELV29_ST0_29_ET2024,0,,0,0
2,29132497,"Grenoble, Louise Michel",12345-MEELVE32_ST0_32_ET2024-MEELVE34_ST0_34_ET2024,1,SEM_C2_1,0,0
13,28804898,"Meylan, Lycée du Grésivaudan",1234567-MEHS29_ST5_29_ET2024,1,SEM_13_2,0,0
6,28788205,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHDF28_ST6_28_ET2024,1,SEM_C6_1,0,0
B,28565001,"La Tronche, Grand Sablon",12345-MGELV34_ST0_34_ET2024,0,SEM_B_1,0,0
83,29111513,"Seyssins, Le Prisme",12345-MGELV30_ST0_30_ET2024-MGELV34_ST0_34_ET2024,1,,0,0
83,29046739,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGED27_ST6_27_ET2024,0,,0,0
2,29132799,"Grenoble, Louise Michel",1234567-MEHS29_ST5_29_ET2024,1,SEM_C2_1,0,0
2,29133105,"Claix, Pont Rouge",1234567-MEHD29_ST6_29_ET2024,0,SEM_C2_2,0,0
12,28486952,"Eybens, Maisons Neuves",1234567-MEHS29_ST5_29_ET2024,0,,0,0
A,28522606,"Fontaine, La Poya",12345-MEELVE32_ST0_32_ET2024,1,SEM_A_4,0,0
84,29047025,"Saint-Martin-d'Hères, Etienne Grappe",1234567-MGED27_ST6_27_ET2024,1,,0,0
3,29148232,"Échirolles, Centre du graphisme",1234567-MEHS29_ST5_29_ET2024,1,SEM_C3_2,0,0
83,29041518,"Seyssins, Le Prisme",1234567-MGES27_ST5_27_ET2024-MGES27_ST5_28_ET2024,1,,0,0
59,29058648,"Saint-Martin-d'Uriage, La Ronzière",1234567-MFES33_ST5_33_ET2024,0,SEM_59_1,0,0
13,28804575,"Meylan, Lycée du Grésivaudan",1234567-MEHD29_ST6_29_ET2024,1,SEM_13_2,0,0
